#VERSION +0005.2600000000 Remove this line to ignore version
#EditorRunning NO
0000000000000582 ff 00000000 00000000
000000000001748a 01 0000000d 002c08f7
000000000001757a 01 00000041 002c271b
0000000000017778 01 00000025 002c652f
00000000000177f0 01 00000025 002c76c7
000000000001784a 01 00000025 002c8556
0000000000017cbe 01 0000004d 002cfe20
0000000000017d54 01 00000025 002d182b
0000000000017dcc 01 00000025 002d29c3
0000000000018114 01 00000054 002d8433
00000000000193d4 01 00000025 002faaaa
0000000000019596 01 00000025 002fdecf
0000000000019668 01 00000026 002ff982
00000000000197d0 01 00000027 00302362
000000000001a1c6 01 00000041 003141ad
000000000001a310 01 0000004d 00316d8b
000000000001a3a6 01 00000025 00318796
000000000001a41e 01 00000025 0031992e
000000000001a6ee 01 00000054 0031e77a
000000000001bd6e 01 00000027 00347c43
000000000001c6ec 01 00000041 00358f94
000000000001c854 01 0000004d 0035be7b
000000000001c8cc 01 00000025 0035d57d
000000000001c962 01 00000025 0035ea1e
000000000001cc6e 01 00000054 00363e7c
000000000001d9ac 01 00000041 0037c159
000000000001dc7c 01 0000004d 003814ac
000000000001dcf4 01 00000025 00382bae
000000000001dd6c 01 00000025 00383d46
000000000001e000 01 00000054 00388580
000000000001e960 01 00000027 00399a00
000000000001ffe0 01 00000041 003c2a91
000000000002010c 01 0000004d 003c5366
00000000000201de 01 00000025 003c7383
0000000000020256 01 00000025 003c851b
0000000000020544 01 00000054 003cd670
00000000000208c8 01 00000043 003d36f2
00000000000208e6 01 00000058 003d3f6f
0000000000020dd2 01 00000056 003dc8af
0000000000020f3a 01 00000049 003df7a3
00000000000213ae 01 00000052 003e7574
00000000000214f8 01 00000028 003ea035
0000000000021570 01 00000028 003eb1cd
00000000000216ba 01 00000052 003ed8a4
000000000002196c 01 00000058 003f27d1
0000000000021c3c 01 00000058 003f7a6f
0000000000021e1c 01 00000041 003fb4c5
00000000000220ce 01 0000004d 0040050f
0000000000022128 01 00000025 00401908
00000000000221be 01 00000025 00402da9
0000000000022452 01 00000054 004075e3
0000000000023d0c 01 00000027 004347d9
0000000000025332 01 00000041 0045cf4f
00000000000255c6 01 0000004d 00461c90
000000000002563e 01 00000025 00463392
00000000000256d4 01 00000025 00464833
00000000000259a4 01 00000054 0046967f
00000000000267f0 01 0000000d 00482f0b
0000000000026a48 01 00000058 00487250
0000000000027006 01 0000004e 00491184
00000000000274d4 01 00000058 004997bb
00000000000279a2 01 00000059 004a1ea7
0000000000027c54 01 00000027 004a9cb2
0000000000027d08 01 00000027 004ab5d4
0000000000027e70 01 00000026 004ae12c
000000000002806e 01 00000025 004b4bfe
00000000000288c0 01 00000045 004c2a69
0000000000028dac 01 00000051 004cb45e
00000000000291c6 01 0000000d 004d2914
