#VERSION +0005.2600000000 Remove this line to ignore version
#EditorRunning NO
0000000000000474 ff 00000000 00000000
000000000000a60e 01 00000028 0014797b
000000000000a6e0 01 00000028 0014942e
000000000000ab18 01 00000052 001506e6
000000000000ac62 01 00000028 001531a7
000000000000acf8 01 00000028 00154648
000000000000adac 01 00000028 00155df2
000000000000ade8 01 00000028 00156978
000000000000afe6 01 00000028 0015a285
000000000000b004 01 00000028 0015ab02
000000000000b022 01 00000028 0015b37f
000000000000b040 01 00000028 0015bbfc
000000000000b05e 01 00000028 0015c479
000000000000b07c 01 00000028 0015ccf6
000000000000b09a 01 00000028 0015d573
000000000000b220 01 00000026 0016025c
000000000000b5a4 01 00000052 001662de
000000000000bb44 01 00000026 0016fdec
000000000000bdba 01 00000052 0017431d
000000000000c04e 01 00000028 00178f41
000000000000c0e4 01 00000052 0017a3e2
000000000000c1b6 01 00000026 0017c27f
000000000000c2c4 01 00000052 0017e344
000000000000c44a 01 00000028 00181417
000000000000c648 01 00000052 00184d24
000000000000c918 01 00000026 00189f5a
000000000000cb16 01 00000026 0018d867
000000000000cb34 01 00000026 0018e0e4
000000000000cb52 01 00000026 0018e961
000000000000cb70 01 00000026 0018f1de
000000000000cb8e 01 00000026 0018fa5b
000000000000cbac 01 00000026 001902d8
000000000000cbca 01 00000026 00190b55
000000000000cbe8 01 00000026 001913d2
000000000000cc06 01 00000026 00191c4f
000000000000cc42 01 00000026 001927d5
000000000000cc60 01 00000026 00193052
000000000000cf12 01 00000026 00197b95
000000000000d002 01 00000052 00199951
000000000000d14c 01 00000028 0019c412
000000000000d296 01 00000026 0019eae9
000000000000d3fe 01 00000026 001a14c9
000000000000d584 01 00000026 001a41b2
000000000000d6ce 01 00000026 001a6889
000000000000d746 01 00000026 001a7a21
000000000000d7be 01 00000026 001a8bb9
000000000000d818 01 00000026 001a9a48
000000000000d926 01 00000028 001abb0d
000000000000d9bc 01 00000028 001acfae
000000000000da8e 01 00000028 001aea61
000000000000dbf6 01 00000028 001b1441
000000000000dd04 01 00000028 001b3506
000000000000ddf4 01 00000028 001b52c2
